feature,iter_14
HighBP,0.0025396007809848423
HighChol,0.02235895556273872
CholCheck,0.008158994416842025
BMI,0.042960621001946725
Smoker,0.0027817251648626614
Stroke,0.009033758265255916
HeartDiseaseorAttack,0.032251552836827034
PhysActivity,0.049984350791203655
Fruits,0.015704937010676247
Veggies,0.005892035522565336
HvyAlcoholConsump,0.00693256774190357
AnyHealthcare,0.0
NoDocbcCost,0.003341820990815592
GenHlth,0.04684191297683153
MentHlth,0.014596416552854449
PhysHlth,0.04125422604655913
DiffWalk,0.009217504303764007
Sex,0.022301019301792045
Age,0.1089241622677729
Education,0.011481600776025665
Income,0.029869166263161415
