feature,iter_5
HighBP,0.036615630598436144
HighChol,0.013548720944365959
CholCheck,0.0
BMI,0.08173525460086965
Smoker,0.0076688874301045675
Stroke,0.0
HeartDiseaseorAttack,0.003187840776838191
PhysActivity,0.00689298577684439
Fruits,0.03500720071157256
Veggies,0.019100005034810685
HvyAlcoholConsump,0.0
AnyHealthcare,0.0
NoDocbcCost,0.005461895265604001
GenHlth,0.049346968991341694
MentHlth,0.02495734814980895
PhysHlth,0.004930513660059159
DiffWalk,0.002892105915871122
Sex,0.05852940389216064
Age,0.05556768550417548
Education,0.02721622103570754
Income,0.03841050653012389
