feature,iter_8
HighBP,0.06700394347664891
HighChol,0.09270225166569164
CholCheck,0.0
BMI,0.018724827874784168
Smoker,0.006494457287131272
Stroke,0.0025200272867579197
HeartDiseaseorAttack,0.0052729876432198
PhysActivity,0.0517537277770684
Fruits,0.006057503570416521
Veggies,0.0046790128025047326
HvyAlcoholConsump,0.003022520472736444
AnyHealthcare,0.0
NoDocbcCost,0.031207845605498837
GenHlth,0.024288991722326653
MentHlth,0.018463594788970257
PhysHlth,0.01642575785375125
DiffWalk,0.009115460576543239
Sex,0.012194802772106255
Age,0.027436935188427856
Education,0.011427928149558475
Income,0.017760004388210286
