feature,iter_10
HighBP,0.01404454855391783
HighChol,0.014237730829273168
CholCheck,0.0
BMI,0.08630374432353055
Smoker,0.010399938789427101
Stroke,0.008416605165713329
HeartDiseaseorAttack,0.0017267484189442176
PhysActivity,0.0637788872958194
Fruits,0.0
Veggies,0.0
HvyAlcoholConsump,0.0
AnyHealthcare,0.0
NoDocbcCost,0.0
GenHlth,0.04021728535045472
MentHlth,0.06601582645138361
PhysHlth,0.009968533549914024
DiffWalk,0.013094145817861662
Sex,0.015722375450114772
Age,0.07589513217722162
Education,0.029180245005975516
Income,0.03275168770446112
