feature,iter_2
HighBP,0.01729677212133399
HighChol,0.011788919493788654
CholCheck,0.0
BMI,0.07549457911829108
Smoker,0.005832973268834137
Stroke,0.0
HeartDiseaseorAttack,0.06476269104524891
PhysActivity,0.015765629445351547
Fruits,0.017303212346093316
Veggies,0.012632105853564292
HvyAlcoholConsump,0.006241468898880534
AnyHealthcare,0.004961954025983447
NoDocbcCost,0.0020859559217408755
GenHlth,0.029750045620233753
MentHlth,0.0072537747788623515
PhysHlth,0.07662287890848463
DiffWalk,0.012741955764927803
Sex,0.0036871615111040462
Age,0.022342096757783297
Education,0.020808266539341713
Income,0.050525286539940956
