feature,iter_16
HighBP,0.01462302372315331
HighChol,0.01239310090865476
CholCheck,0.0
BMI,0.07742339507727158
Smoker,0.02095457514859103
Stroke,0.0026306830730902183
HeartDiseaseorAttack,0.004005108026139273
PhysActivity,0.008059484006258048
Fruits,0.014090490241233593
Veggies,0.010106129947712622
HvyAlcoholConsump,0.0
AnyHealthcare,0.004809602343201917
NoDocbcCost,0.0055982419972194645
GenHlth,0.03552830877674429
MentHlth,0.02740403971719497
PhysHlth,0.04289553267158983
DiffWalk,0.009885366634033948
Sex,0.014079817415708814
Age,0.08379046907146939
Education,0.03596012244402843
Income,0.05921557009193555
