feature,iter_19
HighBP,0.010242598215502618
HighChol,0.008529200814059956
CholCheck,0.0
BMI,0.0857235046150113
Smoker,0.0056086474058434505
Stroke,0.004663384955757078
HeartDiseaseorAttack,0.0026094265386570428
PhysActivity,0.03581221893660925
Fruits,0.03390448885443653
Veggies,0.002118535853142611
HvyAlcoholConsump,0.0
AnyHealthcare,0.0
NoDocbcCost,0.021434026502302195
GenHlth,0.036447649873617656
MentHlth,0.016978954776571256
PhysHlth,0.06281898866785435
DiffWalk,0.0
Sex,0.02100068283253251
Age,0.06818413308966592
Education,0.02725426972193857
Income,0.029116921827849356
