feature,iter_3
HighBP,0.01835503177066469
HighChol,0.019056657481778302
CholCheck,0.0
BMI,0.03996725362122767
Smoker,0.018679374550701996
Stroke,0.0
HeartDiseaseorAttack,0.0
PhysActivity,0.007947239278842985
Fruits,0.016081261699625923
Veggies,0.012430413475443026
HvyAlcoholConsump,0.0
AnyHealthcare,0.0
NoDocbcCost,0.0
GenHlth,0.060142427535010715
MentHlth,0.011130957568273982
PhysHlth,0.06430493195588956
DiffWalk,0.012732426006530314
Sex,0.023307503429426328
Age,0.03337982099266783
Education,0.03900766776725917
Income,0.04295248816940261
