feature,iter_19
Age,0.016500076473889784
Sex,0.003499789041335803
Cholesterol,0.09776678091283311
Heart Rate,0.024155452588211192
Diabetes,0.004883308517793172
Family History,0.0
Smoking,0.01811167080985296
Obesity,0.001335402056371799
Alcohol Consumption,0.0015168744899742433
Exercise Hours Per Week,0.02720425671924478
Diet,0.0
Previous Heart Problems,0.0
Medication Use,0.0
Stress Level,0.03983954901489535
Sedentary Hours Per Day,0.045003079706771844
Income,0.07439906203014805
BMI,0.004088084350255385
Triglycerides,0.01376696131363879
Physical Activity Days Per Week,0.0028051475013942577
Sleep Hours Per Day,0.014771907636377134
Country,0.0038677736788130827
Continent,0.01235287474992336
Hemisphere,0.003538334656940611
Systolic BP,0.060907498573607
Diastolic BP,0.029071753405705628
