feature,iter_14
Age,0.005078954510118433
Sex,0.0039560574809417125
Cholesterol,0.018107028002205733
Heart Rate,0.029735373559286207
Diabetes,0.002001817144713274
Family History,0.0
Smoking,0.001082653100699727
Obesity,0.008756655176450648
Alcohol Consumption,0.0
Exercise Hours Per Week,0.017522665567154202
Diet,0.0066764458010756455
Previous Heart Problems,0.0016476962440354606
Medication Use,0.004115911260399499
Stress Level,0.030157768711999253
Sedentary Hours Per Day,0.01810991137420025
Income,0.007728304052517605
BMI,0.034638220111899126
Triglycerides,0.006358864748697625
Physical Activity Days Per Week,0.008547853671285618
Sleep Hours Per Day,0.012361292967037444
Country,0.24670121803292308
Continent,0.015231724087501269
Hemisphere,0.0
Systolic BP,0.007875071982504716
Diastolic BP,0.01194348230830352
