feature,iter_10
Age,0.008395113239039312
Sex,0.0016905547426832698
Cholesterol,0.019126516994406234
Heart Rate,0.025973600029691717
Diabetes,0.03302007737744377
Family History,0.022702664986884155
Smoking,0.007407608032140583
Obesity,0.005180286600078937
Alcohol Consumption,0.03411736505813019
Exercise Hours Per Week,0.006036448664080228
Diet,0.0018272332706644517
Previous Heart Problems,0.0
Medication Use,0.015665814187847633
Stress Level,0.013536874215940426
Sedentary Hours Per Day,0.03871726519086473
Income,0.0017051615249006728
BMI,0.14731101067802746
Triglycerides,0.01710511689238934
Physical Activity Days Per Week,0.028220165226681915
Sleep Hours Per Day,0.011623347781752886
Country,0.02249989440054765
Continent,0.0
Hemisphere,0.00394854295368618
Systolic BP,0.005096588390508418
Diastolic BP,0.028531396484109028
