feature,iter_3
Age,0.02023252378012988
Sex,0.000503656771173689
Cholesterol,0.0
Heart Rate,0.003407238043472565
Diabetes,0.0038555022707626643
Family History,0.0
Smoking,0.0010229923166708882
Obesity,0.0
Alcohol Consumption,0.0
Exercise Hours Per Week,0.01250127063657574
Diet,0.0011069579083607247
Previous Heart Problems,0.0
Medication Use,0.001081121150369884
Stress Level,0.18952119980872095
Sedentary Hours Per Day,0.00197444899358104
Income,0.0027594198257031213
BMI,0.008357595030867577
Triglycerides,0.004696928940434453
Physical Activity Days Per Week,0.004969562906483162
Sleep Hours Per Day,0.0067127582407596415
Country,0.17284925833406606
Continent,0.004384274012967226
Hemisphere,0.023929708615274038
Systolic BP,0.010461457052047644
Diastolic BP,0.02535370557919062
