feature,iter_18
Age,0.00746711094267005
Sex,0.0037740760748439196
Cholesterol,0.020298188019367485
Heart Rate,0.06003285911811444
Diabetes,0.006452334443229627
Family History,0.005690991842658702
Smoking,0.0049153827532858714
Obesity,0.0032214821015973142
Alcohol Consumption,0.17947638562550944
Exercise Hours Per Week,0.008170044171077806
Diet,0.008163354259342772
Previous Heart Problems,0.0
Medication Use,0.007163241879324177
Stress Level,0.03087739129707912
Sedentary Hours Per Day,0.011269784851967071
Income,0.004890494351179165
BMI,0.0016491969504824112
Triglycerides,0.014020478616314308
Physical Activity Days Per Week,0.006899175961078162
Sleep Hours Per Day,0.03279954034135253
Country,0.022624719208682826
Continent,0.016559674035565904
Hemisphere,0.0
Systolic BP,0.013801234432723524
Diastolic BP,0.028383224496662734
