0,0,0,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,1,0,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,2,0,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,3,0,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,4,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,5,0,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,6,0,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,7,0,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,8,0,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,9,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,10,0,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,11,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,12,0,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,13,0,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,14,0,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,15,0,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,16,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,17,0,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,18,0,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,19,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,20,0,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,21,1,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,22,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,23,0,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,24,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,25,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,26,1,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,27,0,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,28,0,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,29,0,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,30,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,31,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,32,0,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,33,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,34,1,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,35,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,36,0,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,37,0,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,38,0,1,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,39,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,40,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
0,41,1,0,5,Stress Level;Country;BMI;Continent;Diastolic BP
