0,0,0,0,5,ap_hi;age;weight;height;ap_lo
0,1,0,1,5,ap_hi;age;weight;height;ap_lo
0,2,0,0,5,ap_hi;age;weight;height;ap_lo
0,3,0,0,5,ap_hi;age;weight;height;ap_lo
0,4,1,0,5,ap_hi;age;weight;height;ap_lo
0,5,0,0,5,ap_hi;age;weight;height;ap_lo
0,6,0,0,5,ap_hi;age;weight;height;ap_lo
0,7,0,0,5,ap_hi;age;weight;height;ap_lo
0,8,0,0,5,ap_hi;age;weight;height;ap_lo
0,9,1,0,5,ap_hi;age;weight;height;ap_lo
0,10,0,0,5,ap_hi;age;weight;height;ap_lo
0,11,1,1,5,ap_hi;age;weight;height;ap_lo
0,12,0,0,5,ap_hi;age;weight;height;ap_lo
0,13,0,0,5,ap_hi;age;weight;height;ap_lo
0,14,0,0,5,ap_hi;age;weight;height;ap_lo
0,15,0,0,5,ap_hi;age;weight;height;ap_lo
0,16,1,1,5,ap_hi;age;weight;height;ap_lo
0,17,0,0,5,ap_hi;age;weight;height;ap_lo
0,18,0,0,5,ap_hi;age;weight;height;ap_lo
0,19,1,1,5,ap_hi;age;weight;height;ap_lo
0,20,0,1,5,ap_hi;age;weight;height;ap_lo
0,21,1,1,5,ap_hi;age;weight;height;ap_lo
0,22,1,0,5,ap_hi;age;weight;height;ap_lo
0,23,0,0,5,ap_hi;age;weight;height;ap_lo
0,24,1,0,5,ap_hi;age;weight;height;ap_lo
0,25,1,1,5,ap_hi;age;weight;height;ap_lo
0,26,1,1,5,ap_hi;age;weight;height;ap_lo
0,27,0,0,4,ap_hi;age;height;ap_lo
0,28,0,0,5,ap_hi;age;weight;height;ap_lo
0,29,0,1,5,ap_hi;age;weight;height;ap_lo
0,30,1,0,5,ap_hi;age;weight;height;ap_lo
0,31,1,1,5,ap_hi;age;weight;height;ap_lo
0,32,0,0,5,ap_hi;age;weight;height;ap_lo
0,33,1,0,5,ap_hi;age;weight;height;ap_lo
0,34,1,1,5,ap_hi;age;weight;height;ap_lo
0,35,1,1,5,ap_hi;age;weight;height;ap_lo
0,36,0,0,5,ap_hi;age;weight;height;ap_lo
0,37,0,0,5,ap_hi;age;weight;height;ap_lo
0,38,0,0,5,ap_hi;age;weight;height;ap_lo
0,39,1,1,5,ap_hi;age;weight;height;ap_lo
0,40,1,1,5,ap_hi;age;weight;height;ap_lo
0,41,1,1,5,ap_hi;age;weight;height;ap_lo
0,42,1,0,5,ap_hi;age;weight;height;ap_lo
0,43,0,0,5,ap_hi;age;weight;height;ap_lo
0,44,1,1,5,ap_hi;age;weight;height;ap_lo
0,45,1,1,5,ap_hi;age;weight;height;ap_lo
0,46,0,0,5,ap_hi;age;weight;height;ap_lo
0,47,0,0,5,ap_hi;age;weight;height;ap_lo
0,48,1,1,5,ap_hi;age;weight;height;ap_lo
0,49,0,0,5,ap_hi;age;weight;height;ap_lo
0,50,0,0,5,ap_hi;age;weight;height;ap_lo
0,51,0,0,5,ap_hi;age;weight;height;ap_lo
0,52,1,1,5,ap_hi;age;weight;height;ap_lo
0,53,0,1,5,ap_hi;age;weight;height;ap_lo
0,54,1,1,5,ap_hi;age;weight;height;ap_lo
0,55,1,0,5,ap_hi;age;weight;height;ap_lo
0,56,0,0,5,ap_hi;age;weight;height;ap_lo
0,57,1,1,5,ap_hi;age;weight;height;ap_lo
0,58,1,1,5,ap_hi;age;weight;height;ap_lo
0,59,0,0,5,ap_hi;age;weight;height;ap_lo
0,60,1,0,5,ap_hi;age;weight;height;ap_lo
0,61,1,1,5,ap_hi;age;weight;height;ap_lo
0,62,0,0,5,ap_hi;age;weight;height;ap_lo
0,63,1,1,5,ap_hi;age;weight;height;ap_lo
0,64,0,0,5,ap_hi;age;weight;height;ap_lo
0,65,0,0,5,ap_hi;age;weight;height;ap_lo
0,66,0,1,5,ap_hi;age;weight;height;ap_lo
0,67,0,0,5,ap_hi;age;weight;height;ap_lo
0,68,1,1,5,ap_hi;age;weight;height;ap_lo
0,69,0,0,5,ap_hi;age;weight;height;ap_lo
0,70,1,1,5,ap_hi;age;weight;height;ap_lo
0,71,1,1,5,ap_hi;age;weight;height;ap_lo
0,72,0,1,5,ap_hi;age;weight;height;ap_lo
0,73,0,0,5,ap_hi;age;weight;height;ap_lo
0,74,1,1,5,ap_hi;age;weight;height;ap_lo
0,75,1,0,5,ap_hi;age;weight;height;ap_lo
0,76,0,0,5,ap_hi;age;weight;height;ap_lo
0,77,1,0,5,ap_hi;age;weight;height;ap_lo
0,78,0,0,5,ap_hi;age;weight;height;ap_lo
0,79,1,0,5,ap_hi;age;weight;height;ap_lo
0,80,0,0,5,ap_hi;age;weight;height;ap_lo
0,81,1,1,5,ap_hi;age;weight;height;ap_lo
0,82,1,1,5,ap_hi;age;weight;height;ap_lo
0,83,1,1,5,ap_hi;age;weight;height;ap_lo
0,84,1,1,5,ap_hi;age;weight;height;ap_lo
0,85,0,0,5,ap_hi;age;weight;height;ap_lo
0,86,0,1,5,ap_hi;age;weight;height;ap_lo
0,87,0,1,5,ap_hi;age;weight;height;ap_lo
0,88,0,0,5,ap_hi;age;weight;height;ap_lo
0,89,1,1,5,ap_hi;age;weight;height;ap_lo
0,90,1,1,5,ap_hi;age;weight;height;ap_lo
0,91,1,0,5,ap_hi;age;weight;height;ap_lo
0,92,0,0,5,ap_hi;age;weight;height;ap_lo
0,93,1,0,5,ap_hi;age;weight;height;ap_lo
0,94,0,0,5,ap_hi;age;weight;height;ap_lo
0,95,1,0,5,ap_hi;age;weight;height;ap_lo
0,96,0,0,5,ap_hi;age;weight;height;ap_lo
0,97,1,1,5,ap_hi;age;weight;height;ap_lo
0,98,1,1,5,ap_hi;age;weight;height;ap_lo
0,99,0,0,5,ap_hi;age;weight;height;ap_lo
0,100,0,0,5,ap_hi;age;weight;height;ap_lo
0,101,1,0,5,ap_hi;age;weight;height;ap_lo
0,102,0,0,5,ap_hi;age;weight;height;ap_lo
0,103,1,0,5,ap_hi;age;weight;height;ap_lo
0,104,0,0,5,ap_hi;age;weight;height;ap_lo
0,105,0,0,5,ap_hi;age;weight;height;ap_lo
0,106,0,0,5,ap_hi;age;weight;height;ap_lo
0,107,0,0,5,ap_hi;age;weight;height;ap_lo
0,108,1,1,5,ap_hi;age;weight;height;ap_lo
0,109,0,0,5,ap_hi;age;weight;height;ap_lo
0,110,0,0,5,ap_hi;age;weight;height;ap_lo
0,111,0,0,5,ap_hi;age;weight;height;ap_lo
0,112,0,1,5,ap_hi;age;weight;height;ap_lo
0,113,0,0,5,ap_hi;age;weight;height;ap_lo
0,114,1,1,5,ap_hi;age;weight;height;ap_lo
0,115,1,0,5,ap_hi;age;weight;height;ap_lo
0,116,1,0,5,ap_hi;age;weight;height;ap_lo
0,117,0,1,5,ap_hi;age;weight;height;ap_lo
0,118,0,0,5,ap_hi;age;weight;height;ap_lo
0,119,1,1,5,ap_hi;age;weight;height;ap_lo
0,120,0,0,5,ap_hi;age;weight;height;ap_lo
0,121,1,1,5,ap_hi;age;weight;height;ap_lo
0,122,0,1,5,ap_hi;age;weight;height;ap_lo
0,123,1,1,5,ap_hi;age;weight;height;ap_lo
0,124,1,1,5,ap_hi;age;weight;height;ap_lo
0,125,0,0,5,ap_hi;age;weight;height;ap_lo
0,126,0,1,5,ap_hi;age;weight;height;ap_lo
0,127,1,1,5,ap_hi;age;weight;height;ap_lo
0,128,0,0,5,ap_hi;age;weight;height;ap_lo
0,129,0,0,5,ap_hi;age;weight;height;ap_lo
0,130,0,0,5,ap_hi;age;weight;height;ap_lo
0,131,0,1,5,ap_hi;age;weight;height;ap_lo
0,132,1,1,5,ap_hi;age;weight;height;ap_lo
0,133,0,0,5,ap_hi;age;weight;height;ap_lo
0,134,0,0,5,ap_hi;age;weight;height;ap_lo
0,135,1,0,5,ap_hi;age;weight;height;ap_lo
0,136,1,1,5,ap_hi;age;weight;height;ap_lo
0,137,1,1,5,ap_hi;age;weight;height;ap_lo
0,138,1,1,5,ap_hi;age;weight;height;ap_lo
0,139,1,0,5,ap_hi;age;weight;height;ap_lo
0,140,1,0,5,ap_hi;age;weight;height;ap_lo
0,141,1,1,5,ap_hi;age;weight;height;ap_lo
